12,(0, 0, 0),2025-12-14T17:01:45,action,press,Space
12,(0, 0, 0),2025-12-14T17:01:46,action,press,Left Mouse Button
12,(0, 0, 0),2025-12-14T17:01:46,action,press,Space
12,(0, 0, 0),2025-12-14T17:01:46,action,press,Left Mouse Button
12,(1, 0, 0),2025-12-14T17:01:46,state,section,1
12,(1, 0, 0),2025-12-14T17:01:46,event,game_start,
12,(1, 0, 0),2025-12-14T17:01:46,action,press,Left Mouse Button
12,(1, 1, 0),2025-12-14T17:01:46,state,line,1
12,(1, 1, 0),2025-12-14T17:01:46,action,press,Left Mouse Button
12,(1, 1, 0),2025-12-14T17:01:46,action,press,Left Mouse Button
12,(1, 2, 0),2025-12-14T17:01:46,state,line,2
12,(1, 2, 0),2025-12-14T17:01:46,action,press,Left Mouse Button
12,(1, 2, 0),2025-12-14T17:01:46,action,press,Left Mouse Button (Double Click)
12,(1, 3, 0),2025-12-14T17:01:46,state,line,3
12,(1, 3, 0),2025-12-14T17:01:47,action,press,Left Mouse Button
12,(1, 3, 0),2025-12-14T17:01:47,action,press,Left Mouse Button (Double Click)
12,(1, 4, 0),2025-12-14T17:01:47,state,line,4
12,(1, 4, 0),2025-12-14T17:01:47,action,press,Left Mouse Button
12,(1, 4, 0),2025-12-14T17:01:47,action,press,Left Mouse Button
12,(1, 5, 0),2025-12-14T17:01:47,state,line,5
12,(1, 5, 0),2025-12-14T17:01:47,action,press,Left Mouse Button (Double Click)
12,(1, 5, 0),2025-12-14T17:01:47,action,press,Left Mouse Button
12,(1, 6, 0),2025-12-14T17:01:47,state,line,6
12,(1, 6, 0),2025-12-14T17:01:47,action,press,Left Mouse Button (Double Click)
12,(1, 6, 0),2025-12-14T17:01:48,action,press,Left Mouse Button
12,(1, 7, 0),2025-12-14T17:01:48,state,line,7
12,(2, 7, 0),2025-12-14T17:01:48,state,section,2
12,(2, 0, 0),2025-12-14T17:01:48,state,line,0
12,(2, 0, 0),2025-12-14T17:01:48,action,press,Left Mouse Button (Double Click)
12,(2, 0, 0),2025-12-14T17:01:48,action,press,Left Mouse Button
12,(2, 1, 0),2025-12-14T17:01:48,state,line,1
12,(2, 1, 0),2025-12-14T17:01:48,action,press,Left Mouse Button (Double Click)
12,(2, 1, 0),2025-12-14T17:01:48,action,press,Left Mouse Button
12,(2, 2, 0),2025-12-14T17:01:48,state,line,2
12,(2, 2, 0),2025-12-14T17:01:48,action,press,Left Mouse Button
12,(2, 2, 0),2025-12-14T17:01:49,action,press,Left Mouse Button (Double Click)
12,(2, 3, 0),2025-12-14T17:01:49,state,line,3
12,(2, 3, 0),2025-12-14T17:01:49,event,minigame_start,draw_circle_game:<Node2D#39946552772>
12,(2, 3, 0),2025-12-14T17:01:49,action,press,Left Mouse Button
12,(2, 3, 0),2025-12-14T17:01:50,action,press,O
12,(2, 3, 0),2025-12-14T17:01:50,action,press,D
12,(2, 3, 0),2025-12-14T17:01:53,action,press,O
12,(2, 3, 0),2025-12-14T17:01:55,event,minigame_end,
12,(3, 3, 0),2025-12-14T17:01:55,state,section,3
12,(3, 0, 0),2025-12-14T17:01:55,state,line,0
12,(3, 0, 0),2025-12-14T17:02:02,action,press,Left Mouse Button
12,(3, 0, 0),2025-12-14T17:02:02,action,press,Space
12,(3, 0, 0),2025-12-14T17:02:02,action,press,Left Mouse Button
12,(3, 1, 0),2025-12-14T17:02:02,state,line,1
12,(3, 1, 0),2025-12-14T17:02:03,action,press,Left Mouse Button
12,(3, 1, 0),2025-12-14T17:02:03,action,press,Space
12,(3, 1, 0),2025-12-14T17:02:03,action,press,Space
12,(3, 1, 0),2025-12-14T17:02:03,action,press,Left Mouse Button
12,(3, 2, 0),2025-12-14T17:02:03,state,line,2
12,(4, 2, 0),2025-12-14T17:02:03,state,section,4
12,(4, 0, 0),2025-12-14T17:02:03,state,line,0
12,(4, 0, 0),2025-12-14T17:02:04,action,press,Left Mouse Button (Double Click)
12,(4, 0, 0),2025-12-14T17:02:04,action,press,Space
12,(4, 0, 0),2025-12-14T17:02:04,action,press,Left Mouse Button
12,(4, 0, 0),2025-12-14T17:02:04,action,press,Space
12,(4, 1, 0),2025-12-14T17:02:04,state,line,1
12,(4, 1, 0),2025-12-14T17:02:05,action,press,Left Mouse Button (Double Click)
12,(4, 1, 0),2025-12-14T17:02:07,action,press,Left Mouse Button
12,(4, 1, 0),2025-12-14T17:02:07,action,press,Space
12,(4, 2, 0),2025-12-14T17:02:07,state,line,2
12,(4, 2, 0),2025-12-14T17:02:07,action,press,Left Mouse Button (Double Click)
12,(4, 2, 0),2025-12-14T17:02:08,action,press,Left Mouse Button
12,(4, 3, 0),2025-12-14T17:02:08,state,line,3
12,(4, 3, 0),2025-12-14T17:02:08,action,press,Left Mouse Button (Double Click)
12,(4, 3, 0),2025-12-14T17:02:08,action,press,Left Mouse Button
12,(4, 4, 0),2025-12-14T17:02:08,state,line,4
12,(4, 4, 0),2025-12-14T17:02:09,action,press,Left Mouse Button (Double Click)
12,(4, 4, 0),2025-12-14T17:02:09,action,press,Left Mouse Button
12,(4, 5, 0),2025-12-14T17:02:09,state,line,5
12,(4, 5, 0),2025-12-14T17:02:09,event,minigame_start,rhythm_game:<Node2D#40131102159>
12,(4, 5, 0),2025-12-14T17:02:11,action,press,Left Mouse Button
12,(4, 5, 0),2025-12-14T17:02:11,action,press,Left Mouse Button
12,(4, 5, 0),2025-12-14T17:02:12,action,press,Left Mouse Button
12,(4, 5, 0),2025-12-14T17:02:13,action,press,Left Mouse Button
12,(4, 5, 0),2025-12-14T17:02:14,action,press,Ctrl
12,(4, 5, 0),2025-12-14T17:02:15,action,press,Left Mouse Button
12,(4, 5, 0),2025-12-14T17:02:16,action,press,Ctrl
12,(4, 5, 0),2025-12-14T17:02:39,event,minigame_end,
12,(5, 5, 0),2025-12-14T17:02:39,state,section,5
12,(5, 0, -10),2025-12-14T17:02:39,state,line,0
12,(5, 0, -10),2025-12-14T17:05:06,action,press,Left Mouse Button
12,(5, 0, -10),2025-12-14T17:05:07,action,press,Left Mouse Button
12,(5, 0, -10),2025-12-14T17:05:07,action,press,Space
12,(5, 0, -10),2025-12-14T17:05:07,action,press,Left Mouse Button
